[2026-03-30T21:25:16.086075] ACTION: IOT_UPLOAD | CAT: b暹罗_小黑 | ML: 159.2 | RESULT: 达标
[2026-04-09T01:39:38.433378] ACTION: IOT_UPLOAD | CAT: test_cat_86 | ML: 90.0 | RESULT: 未达标
[2026-04-09T01:39:38.437300] ACTION: IOT_UPLOAD | CAT: test_cat_24 | ML: 264.7 | RESULT: 超标
[2026-04-09T01:39:38.441345] ACTION: IOT_UPLOAD | CAT: test_cat_70 | ML: 148.7 | RESULT: 达标
[2026-04-09T01:39:38.444232] ACTION: IOT_UPLOAD | CAT: test_cat_57 | ML: 282.6 | RESULT: 超标
[2026-04-09T01:39:38.452019] ACTION: IOT_UPLOAD | CAT: test_cat_89 | ML: 236.4 | RESULT: 超标
[2026-04-09T01:39:38.455864] ACTION: IOT_UPLOAD | CAT: test_cat_37 | ML: 249.0 | RESULT: 超标
[2026-04-09T01:39:38.463098] ACTION: IOT_UPLOAD | CAT: test_cat_22 | ML: 110.8 | RESULT: 未达标
[2026-04-09T01:39:38.471658] ACTION: IOT_UPLOAD | CAT: test_cat_51 | ML: 87.8 | RESULT: 未达标
[2026-04-09T01:39:38.474244] ACTION: IOT_UPLOAD | CAT: test_cat_10 | ML: 146.2 | RESULT: 达标
[2026-04-09T01:39:38.478062] ACTION: IOT_UPLOAD | CAT: test_cat_17 | ML: 189.4 | RESULT: 超标
[2026-04-09T01:39:38.483251] ACTION: IOT_UPLOAD | CAT: test_cat_66 | ML: 108.8 | RESULT: 未达标
[2026-04-09T01:39:38.493740] ACTION: IOT_UPLOAD | CAT: test_cat_11 | ML: 220.0 | RESULT: 超标
[2026-04-09T01:39:38.501271] ACTION: IOT_UPLOAD | CAT: test_cat_93 | ML: 158.0 | RESULT: 达标
[2026-04-09T01:39:38.506628] ACTION: IOT_UPLOAD | CAT: test_cat_36 | ML: 235.5 | RESULT: 超标
[2026-04-09T01:39:38.513585] ACTION: IOT_UPLOAD | CAT: test_cat_61 | ML: 274.7 | RESULT: 超标
[2026-04-09T01:39:38.518179] ACTION: IOT_UPLOAD | CAT: test_cat_38 | ML: 99.9 | RESULT: 未达标
[2026-04-09T01:39:38.522787] ACTION: IOT_UPLOAD | CAT: test_cat_85 | ML: 13.1 | RESULT: 未达标
[2026-04-09T01:39:38.528537] ACTION: IOT_UPLOAD | CAT: test_cat_53 | ML: 207.1 | RESULT: 超标
[2026-04-09T01:39:38.548692] ACTION: IOT_UPLOAD | CAT: test_cat_8 | ML: 296.8 | RESULT: 超标
[2026-04-09T01:39:38.554069] ACTION: IOT_UPLOAD | CAT: test_cat_58 | ML: 261.6 | RESULT: 超标
[2026-04-09T01:39:38.562651] ACTION: IOT_UPLOAD | CAT: test_cat_21 | ML: 137.5 | RESULT: 达标
[2026-04-09T01:39:38.564084] ACTION: IOT_UPLOAD | CAT: test_cat_37 | ML: 253.0 | RESULT: 超标
[2026-04-09T01:39:38.570279] ACTION: IOT_UPLOAD | CAT: test_cat_97 | ML: 22.9 | RESULT: 未达标
[2026-04-09T01:39:38.581510] ACTION: IOT_UPLOAD | CAT: test_cat_42 | ML: 101.6 | RESULT: 未达标
[2026-04-09T01:39:38.586007] ACTION: IOT_UPLOAD | CAT: test_cat_30 | ML: 275.4 | RESULT: 超标
[2026-04-09T01:39:38.589160] ACTION: IOT_UPLOAD | CAT: test_cat_22 | ML: 287.5 | RESULT: 超标
[2026-04-09T01:39:38.592908] ACTION: IOT_UPLOAD | CAT: test_cat_15 | ML: 31.6 | RESULT: 未达标
[2026-04-09T01:39:38.600425] ACTION: IOT_UPLOAD | CAT: test_cat_6 | ML: 113.5 | RESULT: 未达标
[2026-04-09T01:39:38.605347] ACTION: IOT_UPLOAD | CAT: test_cat_67 | ML: 104.8 | RESULT: 未达标
[2026-04-09T01:39:38.612754] ACTION: IOT_UPLOAD | CAT: test_cat_100 | ML: 58.0 | RESULT: 未达标
[2026-04-09T01:39:38.627587] ACTION: IOT_UPLOAD | CAT: test_cat_85 | ML: 91.4 | RESULT: 未达标
[2026-04-09T01:39:38.634005] ACTION: IOT_UPLOAD | CAT: test_cat_78 | ML: 96.8 | RESULT: 未达标
[2026-04-09T01:39:38.647755] ACTION: IOT_UPLOAD | CAT: test_cat_87 | ML: 154.8 | RESULT: 达标
[2026-04-09T01:39:38.653509] ACTION: IOT_UPLOAD | CAT: test_cat_27 | ML: 58.9 | RESULT: 未达标
[2026-04-09T01:39:38.658031] ACTION: IOT_UPLOAD | CAT: test_cat_14 | ML: 113.1 | RESULT: 未达标
[2026-04-09T01:39:38.662729] ACTION: IOT_UPLOAD | CAT: test_cat_24 | ML: 77.4 | RESULT: 未达标
[2026-04-09T01:39:38.665574] ACTION: IOT_UPLOAD | CAT: test_cat_8 | ML: 220.7 | RESULT: 超标
[2026-04-09T01:39:38.673238] ACTION: IOT_UPLOAD | CAT: test_cat_17 | ML: 12.5 | RESULT: 未达标
[2026-04-09T01:39:38.677722] ACTION: IOT_UPLOAD | CAT: test_cat_16 | ML: 252.2 | RESULT: 超标
[2026-04-09T01:39:38.683661] ACTION: IOT_UPLOAD | CAT: test_cat_67 | ML: 287.6 | RESULT: 超标
[2026-04-09T01:39:38.685783] ACTION: IOT_UPLOAD | CAT: test_cat_39 | ML: 43.9 | RESULT: 未达标
[2026-04-09T01:39:38.688359] ACTION: IOT_UPLOAD | CAT: test_cat_34 | ML: 163.1 | RESULT: 达标
[2026-04-09T01:39:38.690744] ACTION: IOT_UPLOAD | CAT: test_cat_18 | ML: 283.6 | RESULT: 超标
[2026-04-09T01:39:38.695514] ACTION: IOT_UPLOAD | CAT: test_cat_38 | ML: 290.6 | RESULT: 超标
[2026-04-09T01:39:38.699141] ACTION: IOT_UPLOAD | CAT: test_cat_83 | ML: 50.0 | RESULT: 未达标
[2026-04-09T01:39:38.702056] ACTION: IOT_UPLOAD | CAT: test_cat_77 | ML: 204.7 | RESULT: 超标
[2026-04-09T01:39:38.707684] ACTION: IOT_UPLOAD | CAT: test_cat_73 | ML: 241.9 | RESULT: 超标
[2026-04-09T01:39:38.710134] ACTION: IOT_UPLOAD | CAT: test_cat_84 | ML: 286.9 | RESULT: 超标
[2026-04-09T01:39:38.713000] ACTION: IOT_UPLOAD | CAT: test_cat_75 | ML: 54.7 | RESULT: 未达标
[2026-04-09T01:39:38.717983] ACTION: IOT_UPLOAD | CAT: test_cat_63 | ML: 220.4 | RESULT: 超标
[2026-04-09T01:39:38.721768] ACTION: IOT_UPLOAD | CAT: test_cat_23 | ML: 117.6 | RESULT: 未达标
[2026-04-09T01:39:38.724268] ACTION: IOT_UPLOAD | CAT: test_cat_94 | ML: 211.6 | RESULT: 超标
[2026-04-09T01:39:38.728175] ACTION: IOT_UPLOAD | CAT: test_cat_40 | ML: 154.7 | RESULT: 达标
[2026-04-09T01:39:38.732298] ACTION: IOT_UPLOAD | CAT: test_cat_27 | ML: 179.9 | RESULT: 达标
[2026-04-09T01:39:38.734874] ACTION: IOT_UPLOAD | CAT: test_cat_15 | ML: 98.9 | RESULT: 未达标
[2026-04-09T01:39:38.737816] ACTION: IOT_UPLOAD | CAT: test_cat_90 | ML: 283.1 | RESULT: 超标
[2026-04-09T01:39:38.738714] ACTION: IOT_UPLOAD | CAT: test_cat_94 | ML: 267.1 | RESULT: 超标
[2026-04-09T01:39:38.740624] ACTION: IOT_UPLOAD | CAT: test_cat_27 | ML: 96.0 | RESULT: 未达标
[2026-04-09T01:39:38.741552] ACTION: IOT_UPLOAD | CAT: test_cat_27 | ML: 291.1 | RESULT: 超标
[2026-04-09T01:39:38.745596] ACTION: IOT_UPLOAD | CAT: test_cat_1 | ML: 252.4 | RESULT: 超标
[2026-04-09T01:39:38.748768] ACTION: IOT_UPLOAD | CAT: test_cat_72 | ML: 175.7 | RESULT: 达标
[2026-04-09T01:39:38.750883] ACTION: IOT_UPLOAD | CAT: test_cat_86 | ML: 86.2 | RESULT: 未达标
[2026-04-09T01:39:38.753948] ACTION: IOT_UPLOAD | CAT: test_cat_86 | ML: 141.1 | RESULT: 达标
[2026-04-09T01:39:38.755879] ACTION: IOT_UPLOAD | CAT: test_cat_79 | ML: 219.2 | RESULT: 超标
[2026-04-09T01:39:38.756466] ACTION: IOT_UPLOAD | CAT: test_cat_43 | ML: 133.5 | RESULT: 达标
[2026-04-09T01:39:38.759240] ACTION: IOT_UPLOAD | CAT: test_cat_3 | ML: 56.8 | RESULT: 未达标
[2026-04-09T01:39:38.761851] ACTION: IOT_UPLOAD | CAT: test_cat_19 | ML: 298.4 | RESULT: 超标
[2026-04-09T01:39:38.763974] ACTION: IOT_UPLOAD | CAT: test_cat_34 | ML: 61.3 | RESULT: 未达标
[2026-04-09T01:39:38.765238] ACTION: IOT_UPLOAD | CAT: test_cat_23 | ML: 180.7 | RESULT: 超标
[2026-04-09T01:39:38.766510] ACTION: IOT_UPLOAD | CAT: test_cat_47 | ML: 49.4 | RESULT: 未达标
[2026-04-09T01:39:38.769098] ACTION: IOT_UPLOAD | CAT: test_cat_44 | ML: 60.9 | RESULT: 未达标
[2026-04-09T01:39:38.771917] ACTION: IOT_UPLOAD | CAT: test_cat_38 | ML: 196.6 | RESULT: 超标
[2026-04-09T01:39:38.775026] ACTION: IOT_UPLOAD | CAT: test_cat_74 | ML: 270.5 | RESULT: 超标
[2026-04-09T01:39:38.776904] ACTION: IOT_UPLOAD | CAT: test_cat_25 | ML: 29.5 | RESULT: 未达标
[2026-04-09T01:39:38.779126] ACTION: IOT_UPLOAD | CAT: test_cat_50 | ML: 86.8 | RESULT: 未达标
[2026-04-09T01:39:38.781714] ACTION: IOT_UPLOAD | CAT: test_cat_19 | ML: 75.1 | RESULT: 未达标
[2026-04-09T01:39:38.782975] ACTION: IOT_UPLOAD | CAT: test_cat_72 | ML: 268.6 | RESULT: 超标
[2026-04-09T01:39:38.784741] ACTION: IOT_UPLOAD | CAT: test_cat_52 | ML: 117.6 | RESULT: 未达标
[2026-04-09T01:39:38.786197] ACTION: IOT_UPLOAD | CAT: test_cat_41 | ML: 65.6 | RESULT: 未达标
[2026-04-09T01:39:38.788465] ACTION: IOT_UPLOAD | CAT: test_cat_22 | ML: 163.8 | RESULT: 达标
[2026-04-09T01:39:38.790154] ACTION: IOT_UPLOAD | CAT: test_cat_93 | ML: 169.5 | RESULT: 达标
[2026-04-09T01:39:38.793153] ACTION: IOT_UPLOAD | CAT: test_cat_30 | ML: 135.3 | RESULT: 达标
[2026-04-09T01:39:38.795265] ACTION: IOT_UPLOAD | CAT: test_cat_18 | ML: 115.2 | RESULT: 未达标
[2026-04-09T01:39:38.797841] ACTION: IOT_UPLOAD | CAT: test_cat_25 | ML: 219.0 | RESULT: 超标
[2026-04-09T01:39:38.799631] ACTION: IOT_UPLOAD | CAT: test_cat_77 | ML: 157.3 | RESULT: 达标
[2026-04-09T01:39:38.800987] ACTION: IOT_UPLOAD | CAT: test_cat_65 | ML: 277.3 | RESULT: 超标
[2026-04-09T01:39:38.803839] ACTION: IOT_UPLOAD | CAT: test_cat_45 | ML: 10.5 | RESULT: 未达标
[2026-04-09T01:39:38.805693] ACTION: IOT_UPLOAD | CAT: test_cat_40 | ML: 24.8 | RESULT: 未达标
[2026-04-09T01:39:38.806313] ACTION: IOT_UPLOAD | CAT: test_cat_4 | ML: 163.9 | RESULT: 达标
[2026-04-09T01:39:38.809021] ACTION: IOT_UPLOAD | CAT: test_cat_47 | ML: 250.2 | RESULT: 超标
[2026-04-09T01:39:38.810495] ACTION: IOT_UPLOAD | CAT: test_cat_88 | ML: 259.1 | RESULT: 超标
[2026-04-09T01:39:38.812242] ACTION: IOT_UPLOAD | CAT: test_cat_67 | ML: 224.0 | RESULT: 超标
[2026-04-09T01:39:38.813988] ACTION: IOT_UPLOAD | CAT: test_cat_96 | ML: 51.0 | RESULT: 未达标
[2026-04-09T01:39:38.816028] ACTION: IOT_UPLOAD | CAT: test_cat_47 | ML: 245.7 | RESULT: 超标
[2026-04-09T01:39:38.818140] ACTION: IOT_UPLOAD | CAT: test_cat_95 | ML: 169.6 | RESULT: 达标
[2026-04-09T01:39:38.820345] ACTION: IOT_UPLOAD | CAT: test_cat_57 | ML: 281.5 | RESULT: 超标
[2026-04-09T01:39:38.822714] ACTION: IOT_UPLOAD | CAT: test_cat_57 | ML: 282.6 | RESULT: 超标
[2026-04-09T01:39:38.825314] ACTION: IOT_UPLOAD | CAT: test_cat_10 | ML: 257.1 | RESULT: 超标
[2026-04-09T01:39:38.828759] ACTION: IOT_UPLOAD | CAT: test_cat_53 | ML: 90.0 | RESULT: 未达标
[2026-04-09T01:39:38.832031] ACTION: IOT_UPLOAD | CAT: test_cat_9 | ML: 55.0 | RESULT: 未达标
[2026-04-09T01:39:38.834947] ACTION: IOT_UPLOAD | CAT: test_cat_1 | ML: 137.7 | RESULT: 达标
[2026-04-09T01:39:38.836162] ACTION: IOT_UPLOAD | CAT: test_cat_27 | ML: 83.7 | RESULT: 未达标
[2026-04-09T01:39:38.839000] ACTION: IOT_UPLOAD | CAT: test_cat_93 | ML: 258.9 | RESULT: 超标
[2026-04-09T01:39:38.842574] ACTION: IOT_UPLOAD | CAT: test_cat_53 | ML: 138.5 | RESULT: 达标
[2026-04-09T01:39:38.845129] ACTION: IOT_UPLOAD | CAT: test_cat_37 | ML: 249.0 | RESULT: 超标
[2026-04-09T01:39:38.847751] ACTION: IOT_UPLOAD | CAT: test_cat_26 | ML: 24.6 | RESULT: 未达标
[2026-04-09T01:39:38.850082] ACTION: IOT_UPLOAD | CAT: test_cat_86 | ML: 90.0 | RESULT: 未达标
[2026-04-09T01:39:38.852037] ACTION: IOT_UPLOAD | CAT: test_cat_70 | ML: 148.7 | RESULT: 达标
[2026-04-09T01:39:38.854634] ACTION: IOT_UPLOAD | CAT: test_cat_66 | ML: 108.8 | RESULT: 未达标
[2026-04-09T01:39:38.856835] ACTION: IOT_UPLOAD | CAT: test_cat_17 | ML: 189.4 | RESULT: 超标
[2026-04-09T01:39:38.858961] ACTION: IOT_UPLOAD | CAT: test_cat_24 | ML: 264.7 | RESULT: 超标
[2026-04-09T01:39:38.860501] ACTION: IOT_UPLOAD | CAT: test_cat_89 | ML: 236.4 | RESULT: 超标
[2026-04-09T01:39:38.861834] ACTION: IOT_UPLOAD | CAT: test_cat_22 | ML: 110.8 | RESULT: 未达标
[2026-04-09T01:39:38.863064] ACTION: IOT_UPLOAD | CAT: test_cat_11 | ML: 220.0 | RESULT: 超标
[2026-04-09T01:39:38.864678] ACTION: IOT_UPLOAD | CAT: test_cat_93 | ML: 158.0 | RESULT: 达标
[2026-04-09T01:39:38.866041] ACTION: IOT_UPLOAD | CAT: test_cat_94 | ML: 24.3 | RESULT: 未达标
[2026-04-09T01:39:38.867304] ACTION: IOT_UPLOAD | CAT: test_cat_2 | ML: 171.0 | RESULT: 达标
[2026-04-09T01:39:38.869922] ACTION: IOT_UPLOAD | CAT: test_cat_71 | ML: 168.3 | RESULT: 达标
[2026-04-09T01:39:38.872836] ACTION: IOT_UPLOAD | CAT: test_cat_51 | ML: 87.8 | RESULT: 未达标
[2026-04-09T01:39:38.876871] ACTION: IOT_UPLOAD | CAT: test_cat_29 | ML: 91.8 | RESULT: 未达标
[2026-04-09T01:39:38.878676] ACTION: IOT_UPLOAD | CAT: test_cat_10 | ML: 74.7 | RESULT: 未达标
[2026-04-09T01:39:38.879182] ACTION: IOT_UPLOAD | CAT: test_cat_36 | ML: 202.2 | RESULT: 超标
[2026-04-09T01:39:38.880141] ACTION: IOT_UPLOAD | CAT: test_cat_68 | ML: 188.0 | RESULT: 超标
[2026-04-09T01:39:38.887570] ACTION: IOT_UPLOAD | CAT: test_cat_91 | ML: 219.5 | RESULT: 超标
[2026-04-09T01:39:38.890310] ACTION: IOT_UPLOAD | CAT: test_cat_46 | ML: 23.5 | RESULT: 未达标
[2026-04-09T01:39:38.891513] ACTION: IOT_UPLOAD | CAT: test_cat_40 | ML: 85.1 | RESULT: 未达标
[2026-04-09T01:39:38.893929] ACTION: IOT_UPLOAD | CAT: test_cat_65 | ML: 120.1 | RESULT: 达标
[2026-04-09T01:39:38.896947] ACTION: IOT_UPLOAD | CAT: test_cat_39 | ML: 179.2 | RESULT: 达标
[2026-04-09T01:39:38.898537] ACTION: IOT_UPLOAD | CAT: test_cat_6 | ML: 233.5 | RESULT: 超标
[2026-04-09T01:39:38.900546] ACTION: IOT_UPLOAD | CAT: test_cat_47 | ML: 157.7 | RESULT: 达标
[2026-04-09T01:39:38.901918] ACTION: IOT_UPLOAD | CAT: test_cat_97 | ML: 160.6 | RESULT: 达标
[2026-04-09T01:39:38.916706] ACTION: IOT_UPLOAD | CAT: test_cat_36 | ML: 235.5 | RESULT: 超标
[2026-04-09T01:39:38.919465] ACTION: IOT_UPLOAD | CAT: test_cat_74 | ML: 65.5 | RESULT: 未达标
[2026-04-09T01:39:38.923458] ACTION: IOT_UPLOAD | CAT: test_cat_85 | ML: 228.4 | RESULT: 超标
[2026-04-09T01:39:38.925924] ACTION: IOT_UPLOAD | CAT: test_cat_65 | ML: 177.2 | RESULT: 达标
[2026-04-09T01:39:38.928188] ACTION: IOT_UPLOAD | CAT: test_cat_30 | ML: 278.9 | RESULT: 超标
[2026-04-09T01:39:38.933145] ACTION: IOT_UPLOAD | CAT: test_cat_41 | ML: 13.9 | RESULT: 未达标
[2026-04-09T01:39:38.937722] ACTION: IOT_UPLOAD | CAT: test_cat_13 | ML: 176.8 | RESULT: 达标
[2026-04-09T01:39:38.939542] ACTION: IOT_UPLOAD | CAT: test_cat_1 | ML: 74.4 | RESULT: 未达标
[2026-04-09T01:39:38.940902] ACTION: IOT_UPLOAD | CAT: test_cat_9 | ML: 240.3 | RESULT: 超标
[2026-04-09T01:39:38.942014] ACTION: IOT_UPLOAD | CAT: test_cat_44 | ML: 278.1 | RESULT: 超标
[2026-04-09T01:39:38.942676] ACTION: IOT_UPLOAD | CAT: test_cat_20 | ML: 253.6 | RESULT: 超标
[2026-04-09T01:39:38.943331] ACTION: IOT_UPLOAD | CAT: test_cat_23 | ML: 68.1 | RESULT: 未达标
[2026-04-09T01:39:38.945611] ACTION: IOT_UPLOAD | CAT: test_cat_16 | ML: 217.2 | RESULT: 超标
[2026-04-09T01:39:38.950503] ACTION: IOT_UPLOAD | CAT: test_cat_62 | ML: 150.6 | RESULT: 达标
[2026-04-09T01:39:38.951967] ACTION: IOT_UPLOAD | CAT: test_cat_7 | ML: 232.6 | RESULT: 超标
[2026-04-09T01:39:38.952550] ACTION: IOT_UPLOAD | CAT: test_cat_25 | ML: 268.2 | RESULT: 超标
[2026-04-09T01:39:38.953454] ACTION: IOT_UPLOAD | CAT: test_cat_51 | ML: 59.0 | RESULT: 未达标
[2026-04-09T01:39:38.955137] ACTION: IOT_UPLOAD | CAT: test_cat_9 | ML: 99.9 | RESULT: 未达标
[2026-04-09T01:39:38.959319] ACTION: IOT_UPLOAD | CAT: test_cat_83 | ML: 123.0 | RESULT: 达标
[2026-04-09T01:39:38.962076] ACTION: IOT_UPLOAD | CAT: test_cat_8 | ML: 296.8 | RESULT: 超标
[2026-04-09T01:39:38.964065] ACTION: IOT_UPLOAD | CAT: test_cat_58 | ML: 261.6 | RESULT: 超标
[2026-04-09T01:39:38.965563] ACTION: IOT_UPLOAD | CAT: test_cat_63 | ML: 115.9 | RESULT: 未达标
[2026-04-09T01:39:38.966703] ACTION: IOT_UPLOAD | CAT: test_cat_38 | ML: 99.9 | RESULT: 未达标
[2026-04-09T01:39:38.968726] ACTION: IOT_UPLOAD | CAT: test_cat_63 | ML: 124.5 | RESULT: 达标
[2026-04-09T01:39:38.970614] ACTION: IOT_UPLOAD | CAT: test_cat_88 | ML: 281.0 | RESULT: 超标
[2026-04-09T01:39:38.973444] ACTION: IOT_UPLOAD | CAT: test_cat_54 | ML: 24.9 | RESULT: 未达标
[2026-04-09T01:39:38.975971] ACTION: IOT_UPLOAD | CAT: test_cat_53 | ML: 207.1 | RESULT: 超标
[2026-04-09T01:39:38.979084] ACTION: IOT_UPLOAD | CAT: test_cat_21 | ML: 137.5 | RESULT: 达标
[2026-04-09T01:39:38.980887] ACTION: IOT_UPLOAD | CAT: test_cat_37 | ML: 253.0 | RESULT: 超标
[2026-04-09T01:39:38.982292] ACTION: IOT_UPLOAD | CAT: test_cat_97 | ML: 22.9 | RESULT: 未达标
[2026-04-09T01:39:38.984009] ACTION: IOT_UPLOAD | CAT: test_cat_85 | ML: 13.1 | RESULT: 未达标
[2026-04-09T01:39:38.986250] ACTION: IOT_UPLOAD | CAT: test_cat_24 | ML: 30.5 | RESULT: 未达标
[2026-04-09T01:39:38.989225] ACTION: IOT_UPLOAD | CAT: test_cat_61 | ML: 274.7 | RESULT: 超标
[2026-04-09T01:39:38.991856] ACTION: IOT_UPLOAD | CAT: test_cat_42 | ML: 101.6 | RESULT: 未达标
[2026-04-09T01:39:38.994332] ACTION: IOT_UPLOAD | CAT: test_cat_15 | ML: 98.9 | RESULT: 未达标
[2026-04-09T01:39:38.996641] ACTION: IOT_UPLOAD | CAT: test_cat_90 | ML: 283.1 | RESULT: 超标
[2026-04-09T01:39:38.997475] ACTION: IOT_UPLOAD | CAT: test_cat_94 | ML: 267.1 | RESULT: 超标
[2026-04-09T01:39:39.004471] ACTION: IOT_UPLOAD | CAT: test_cat_72 | ML: 268.6 | RESULT: 超标
[2026-04-09T01:39:39.005870] ACTION: IOT_UPLOAD | CAT: test_cat_1 | ML: 252.4 | RESULT: 超标
[2026-04-09T01:39:39.006933] ACTION: IOT_UPLOAD | CAT: test_cat_72 | ML: 175.7 | RESULT: 达标
[2026-04-09T01:39:39.007621] ACTION: IOT_UPLOAD | CAT: test_cat_86 | ML: 141.1 | RESULT: 达标
[2026-04-09T01:39:39.008658] ACTION: IOT_UPLOAD | CAT: test_cat_86 | ML: 86.2 | RESULT: 未达标
[2026-04-09T01:39:39.009323] ACTION: IOT_UPLOAD | CAT: test_cat_27 | ML: 291.1 | RESULT: 超标
[2026-04-09T01:39:39.012478] ACTION: IOT_UPLOAD | CAT: test_cat_3 | ML: 56.8 | RESULT: 未达标
[2026-04-09T01:39:39.017626] ACTION: IOT_UPLOAD | CAT: test_cat_22 | ML: 163.8 | RESULT: 达标
[2026-04-09T01:39:39.021504] ACTION: IOT_UPLOAD | CAT: test_cat_79 | ML: 219.2 | RESULT: 超标
[2026-04-09T01:39:39.023113] ACTION: IOT_UPLOAD | CAT: test_cat_16 | ML: 163.7 | RESULT: 达标
[2026-04-09T01:39:39.023993] ACTION: IOT_UPLOAD | CAT: test_cat_52 | ML: 117.6 | RESULT: 未达标
[2026-04-09T01:39:39.030165] ACTION: IOT_UPLOAD | CAT: test_cat_37 | ML: 72.9 | RESULT: 未达标
[2026-04-09T01:39:39.031431] ACTION: IOT_UPLOAD | CAT: test_cat_74 | ML: 270.5 | RESULT: 超标
[2026-04-09T01:39:39.032217] ACTION: IOT_UPLOAD | CAT: test_cat_50 | ML: 86.8 | RESULT: 未达标
[2026-04-09T01:39:39.034874] ACTION: IOT_UPLOAD | CAT: test_cat_28 | ML: 64.9 | RESULT: 未达标
[2026-04-09T01:39:39.057064] ACTION: IOT_UPLOAD | CAT: test_cat_52 | ML: 42.9 | RESULT: 未达标
[2026-04-09T01:39:39.058572] ACTION: IOT_UPLOAD | CAT: test_cat_93 | ML: 169.5 | RESULT: 达标
[2026-04-09T01:39:39.061767] ACTION: IOT_UPLOAD | CAT: test_cat_43 | ML: 133.5 | RESULT: 达标
[2026-04-09T01:39:39.066303] ACTION: IOT_UPLOAD | CAT: test_cat_47 | ML: 245.7 | RESULT: 超标
[2026-04-09T01:39:39.070189] ACTION: IOT_UPLOAD | CAT: test_cat_65 | ML: 277.3 | RESULT: 超标
[2026-04-09T01:39:39.072451] ACTION: IOT_UPLOAD | CAT: test_cat_34 | ML: 61.3 | RESULT: 未达标
[2026-04-09T01:39:39.074858] ACTION: IOT_UPLOAD | CAT: test_cat_41 | ML: 65.6 | RESULT: 未达标
[2026-04-09T01:39:39.076983] ACTION: IOT_UPLOAD | CAT: test_cat_19 | ML: 75.1 | RESULT: 未达标
[2026-04-09T01:39:39.079255] ACTION: IOT_UPLOAD | CAT: test_cat_18 | ML: 115.2 | RESULT: 未达标
[2026-04-09T01:39:39.080890] ACTION: IOT_UPLOAD | CAT: test_cat_45 | ML: 10.5 | RESULT: 未达标
[2026-04-09T01:39:39.090384] ACTION: IOT_UPLOAD | CAT: test_cat_32 | ML: 198.4 | RESULT: 超标
[2026-04-09T01:39:39.092961] ACTION: IOT_UPLOAD | CAT: test_cat_99 | ML: 117.0 | RESULT: 未达标
[2026-04-09T01:39:39.095901] ACTION: IOT_UPLOAD | CAT: test_cat_71 | ML: 280.8 | RESULT: 超标
[2026-04-09T01:39:39.097306] ACTION: IOT_UPLOAD | CAT: test_cat_30 | ML: 135.3 | RESULT: 达标
[2026-04-09T01:39:39.110194] ACTION: IOT_UPLOAD | CAT: test_cat_59 | ML: 90.0 | RESULT: 未达标
[2026-04-09T01:39:39.110943] ACTION: IOT_UPLOAD | CAT: test_cat_25 | ML: 29.5 | RESULT: 未达标
[2026-04-09T01:39:39.111869] ACTION: IOT_UPLOAD | CAT: test_cat_25 | ML: 219.0 | RESULT: 超标
[2026-04-09T01:39:39.112585] ACTION: IOT_UPLOAD | CAT: test_cat_44 | ML: 18.4 | RESULT: 未达标
[2026-04-09T01:39:39.113310] ACTION: IOT_UPLOAD | CAT: test_cat_69 | ML: 161.5 | RESULT: 达标
[2026-04-09T01:39:39.114134] ACTION: IOT_UPLOAD | CAT: test_cat_88 | ML: 227.1 | RESULT: 超标
[2026-04-09T01:39:39.114810] ACTION: IOT_UPLOAD | CAT: test_cat_36 | ML: 202.2 | RESULT: 超标
[2026-04-09T01:39:39.115493] ACTION: IOT_UPLOAD | CAT: test_cat_77 | ML: 157.3 | RESULT: 达标
[2026-04-09T01:39:39.116198] ACTION: IOT_UPLOAD | CAT: test_cat_4 | ML: 163.9 | RESULT: 达标
[2026-04-09T01:39:39.116863] ACTION: IOT_UPLOAD | CAT: test_cat_95 | ML: 40.6 | RESULT: 未达标
[2026-04-09T01:39:39.118299] ACTION: IOT_UPLOAD | CAT: test_cat_29 | ML: 95.3 | RESULT: 未达标
[2026-04-09T01:39:39.119218] ACTION: IOT_UPLOAD | CAT: test_cat_77 | ML: 65.4 | RESULT: 未达标
[2026-04-09T01:39:39.120053] ACTION: IOT_UPLOAD | CAT: test_cat_2 | ML: 171.0 | RESULT: 达标
[2026-04-09T01:39:39.120794] ACTION: IOT_UPLOAD | CAT: test_cat_52 | ML: 226.4 | RESULT: 超标
[2026-04-09T01:39:39.121408] ACTION: IOT_UPLOAD | CAT: test_cat_64 | ML: 231.9 | RESULT: 超标
[2026-04-09T01:39:39.122044] ACTION: IOT_UPLOAD | CAT: test_cat_27 | ML: 67.9 | RESULT: 未达标
[2026-04-09T01:39:39.123500] ACTION: IOT_UPLOAD | CAT: test_cat_29 | ML: 91.8 | RESULT: 未达标
[2026-04-09T01:39:39.124303] ACTION: IOT_UPLOAD | CAT: test_cat_10 | ML: 74.7 | RESULT: 未达标
[2026-04-09T01:39:39.125226] ACTION: IOT_UPLOAD | CAT: test_cat_65 | ML: 120.1 | RESULT: 达标
[2026-04-09T01:39:39.126499] ACTION: IOT_UPLOAD | CAT: test_cat_39 | ML: 179.2 | RESULT: 达标
[2026-04-09T01:39:39.127498] ACTION: IOT_UPLOAD | CAT: test_cat_40 | ML: 85.1 | RESULT: 未达标
[2026-04-09T01:39:39.128244] ACTION: IOT_UPLOAD | CAT: test_cat_47 | ML: 157.7 | RESULT: 达标
